pressure,height,temperature,dewpoint,direction,speed,u_wind,v_wind,station,station_number,time,latitude,longitude,elevation,pw
954.0,611,-39.3,-41.1,180,4,-4.898587196589413e-16,4.0,,50527,2011-01-16,49.21,119.75,611.0,1.46
925.0,871,-28.3,-28.8,275,54,53.79451369695426,-4.706410108373526,,50527,2011-01-16,49.21,119.75,611.0,1.46
850.0,1487,-22.5,-26.1,330,10,5.000000000000004,-8.660254037844384,,50527,2011-01-16,49.21,119.75,611.0,1.46
700.0,2919,-24.1,-35.1,30,10,-4.999999999999999,-8.660254037844387,,50527,2011-01-16,49.21,119.75,611.0,1.46
500.0,5290,-39.9,-45.9,10,8,-1.3891854213354426,-7.878462024097664,,50527,2011-01-16,49.21,119.75,611.0,1.46
