pressure,height,temperature,dewpoint,direction,speed,u_wind,v_wind,station,station_number,time,latitude,longitude,elevation,pw
947.0,611,-21.5,-24.6,0,0,0.0,0.0,,50527,2009-12-19 12:00:00,49.21,119.75,611.0,2.39
925.0,789,-14.3,-24.3,325,17,9.75079941796779,-13.925584752912856,,50527,2009-12-19 12:00:00,49.21,119.75,611.0,2.39
850.0,1430,-15.7,-30.7,15,27,-6.98811421776806,-26.079997309804845,,50527,2009-12-19 12:00:00,49.21,119.75,611.0,2.39
700.0,2893,-17.3,-24.3,350,45,7.814167995011867,-44.31634888554936,,50527,2009-12-19 12:00:00,49.21,119.75,611.0,2.39
509.0,5220,-30.9,-42.7,350,62,10.766187015349685,-61.058080686756895,,50527,2009-12-19 12:00:00,49.21,119.75,611.0,2.39
500.0,5350,-31.7,-43.7,350,62,10.766187015349685,-61.058080686756895,,50527,2009-12-19 12:00:00,49.21,119.75,611.0,2.39
400.0,6890,-43.7,-53.7,335,62,26.202332227923353,-56.191082796272305,,50527,2009-12-19 12:00:00,49.21,119.75,611.0,2.39
