pressure,height,temperature,dewpoint,direction,speed,u_wind,v_wind,station,station_number,time,latitude,longitude,elevation,pw
954.0,611,-37.9,-39.2,225,4,2.82842712474619,2.8284271247461907,,50527,2011-01-14 12:00:00,49.21,119.75,611.0,1.2
925.0,873,-30.3,-30.5,330,14,7.000000000000006,-12.124355652982137,,50527,2011-01-14 12:00:00,49.21,119.75,611.0,1.2
850.0,1475,-30.7,-31.7,0,14,-0.0,-14.0,,50527,2011-01-14 12:00:00,49.21,119.75,611.0,1.2
700.0,2867,-27.5,-34.5,40,19,-12.212964584044245,-14.554844419260583,,50527,2011-01-14 12:00:00,49.21,119.75,611.0,1.2
500.0,5210,-44.3,-51.3,40,27,-17.35526546153656,-20.683199964212406,,50527,2011-01-14 12:00:00,49.21,119.75,611.0,1.2
400.0,6670,-54.7,-64.7,35,29,-16.633716654180336,-23.75540928438076,,50527,2011-01-14 12:00:00,49.21,119.75,611.0,1.2
300.0,8480,-60.5,,25,21,-8.874983496554687,-19.03246352776965,,50527,2011-01-14 12:00:00,49.21,119.75,611.0,1.2
